trial,suite,seed,noise_sigma,method,parameter,baseline_nmse,detail_nmse,knot_f1,knots
10,exact,20260911,0.0,gaussian_oracle,sigma=32,0.07679930046549929,0.08439075055960948,,
10,exact,20260911,0.0,fourier_oracle,bins=3,0.24004779478970786,0.2637760168347239,,
10,exact,20260911,0.0,rdp_oracle_budget,epsilon=1.3767291;knots=2,8.396108348329893e-33,1.5791866419729604e-32,,
11,exact,20260912,0.0,hcrd_centered,none,0.0,8.852633960619313e-33,1.0,9
11,exact,20260912,0.0,hcrd_legacy,none,0.029237493834696638,0.009179363794541874,1.0,9
11,exact,20260912,0.0,hcrd_robust,z=3.5,1.1585999347094908e-31,4.3525450306378295e-32,0.0,2
11,exact,20260912,0.0,hcrd_guided_fixed,sigma=2,0.08040818963740408,0.025244845844698667,0.8750000000000001,11
11,exact,20260912,0.0,hcrd_guided_oracle,sigma=1,0.04314235557113303,0.013544915271463776,0.8750000000000001,11
11,exact,20260912,0.0,affine_ls,degree=1,0.12273444568575878,0.03853353962007633,,
11,exact,20260912,0.0,moving_average_oracle,window=129,0.19112290430148676,0.06000468706284251,,
11,exact,20260912,0.0,gaussian_oracle,sigma=32,0.18501069945591694,0.05808570754354921,,
11,exact,20260912,0.0,fourier_oracle,bins=3,0.24011965424654716,0.07538764002860497,,
11,exact,20260912,0.0,rdp_oracle_budget,epsilon=1.4028671;knots=2,1.1585999347094908e-31,4.3525450306378295e-32,,
12,exact,20260913,0.0,hcrd_centered,none,0.0,3.4635580260010923e-32,1.0,9
12,exact,20260913,0.0,hcrd_legacy,none,0.005953171722732124,0.00917936379454188,1.0,9
12,exact,20260913,0.0,hcrd_robust,z=3.5,3.702666929258057e-32,9.452061488650237e-32,0.0,2
12,exact,20260913,0.0,hcrd_guided_fixed,sigma=2,0.016016468027655203,0.024696244888770414,0.8750000000000001,11
12,exact,20260913,0.0,hcrd_guided_oracle,sigma=1,0.008725859456800746,0.013454649404478772,0.8750000000000001,11
12,exact,20260913,0.0,affine_ls,degree=1,0.024990487748117914,0.038533539620076274,,
12,exact,20260913,0.0,moving_average_oracle,window=129,0.021731113757333394,0.03350781871072744,,
12,exact,20260913,0.0,gaussian_oracle,sigma=32,0.003203414560281862,0.004939435481304155,,
12,exact,20260913,0.0,fourier_oracle,bins=3,0.24003953505092152,0.37012374578267176,,
12,exact,20260913,0.0,rdp_oracle_budget,epsilon=1.2273491;knots=2,3.702666929258057e-32,9.452061488650237e-32,,
13,exact,20260914,0.0,hcrd_centered,none,0.0,1.4743838500235257e-32,1.0,9
13,exact,20260914,0.0,hcrd_legacy,none,0.014411256239492397,0.009179363794541866,1.0,9
13,exact,20260914,0.0,hcrd_robust,z=3.5,3.793153531947406e-32,4.027615018876558e-32,0.0,2
13,exact,20260914,0.0,hcrd_guided_fixed,sigma=2,0.038978391083117826,0.024827594897477715,0.8750000000000001,11
13,exact,20260914,0.0,hcrd_guided_oracle,sigma=1,0.021157185953207387,0.013476237151418673,0.8750000000000001,11
13,exact,20260914,0.0,affine_ls,degree=1,0.060496209291731946,0.03853353962007625,,
13,exact,20260914,0.0,moving_average_oracle,window=129,0.04419955508854793,0.028153256660778538,,
13,exact,20260914,0.0,gaussian_oracle,sigma=32,0.01820720093617784,0.011597220831831267,,
13,exact,20260914,0.0,fourier_oracle,bins=3,0.24006863853629493,0.15291362058680902,,
13,exact,20260914,0.0,rdp_oracle_budget,epsilon=1.5531209;knots=2,3.793153531947406e-32,4.027615018876558e-32,,
14,exact,20260915,0.0,hcrd_centered,none,0.0,9.234790058091453e-33,1.0,9
14,exact,20260915,0.0,hcrd_legacy,none,0.00459257854244185,0.009179363794541874,1.0,9
14,exact,20260915,0.0,hcrd_robust,z=3.5,1.7323248127075417e-32,4.5542780799459465e-32,0.0,2
14,exact,20260915,0.0,hcrd_guided_fixed,sigma=2,0.012767357245500538,0.025518609157856,0.8750000000000001,11
14,exact,20260915,0.0,hcrd_guided_oracle,sigma=1,0.006799314197986717,0.013590051427520922,0.8750000000000001,11
14,exact,20260915,0.0,affine_ls,degree=1,0.019278929475343636,0.03853353962007637,,
14,exact,20260915,0.0,moving_average_oracle,window=129,0.05864735229833174,0.11722072412218636,,
14,exact,20260915,0.0,gaussian_oracle,sigma=32,0.05374476723168592,0.10742173833576087,,
14,exact,20260915,0.0,fourier_oracle,bins=3,0.240034853375816,0.47976691571933683,,
14,exact,20260915,0.0,rdp_oracle_budget,epsilon=1.0323707;knots=2,1.7323248127075417e-32,4.5542780799459465e-32,,
15,exact,20260916,0.0,hcrd_centered,none,0.0,3.2889227493351584e-32,1.0,9
15,exact,20260916,0.0,hcrd_legacy,none,0.0031905794565752245,0.009179363794541893,1.0,9
15,exact,20260916,0.0,hcrd_robust,z=3.5,7.45450879041665e-33,5.708719524986692e-32,0.0,2
15,exact,20260916,0.0,hcrd_guided_fixed,sigma=2,0.008901976824479081,0.025611173416814646,0.8750000000000001,11
15,exact,20260916,0.0,hcrd_guided_oracle,sigma=1,0.004728962883200422,0.013605325072323255,0.8750000000000001,11
15,exact,20260916,0.0,affine_ls,degree=1,0.013393555659494247,0.03853353962007638,,
15,exact,20260916,0.0,moving_average_oracle,window=65,0.04628616304367626,0.13316625867310306,,
15,exact,20260916,0.0,gaussian_oracle,sigma=32,0.04420121761951818,0.1271678271027275,,
15,exact,20260916,0.0,fourier_oracle,bins=3,0.24003002922682493,0.6905714118314425,,
15,exact,20260916,0.0,rdp_oracle_budget,epsilon=1.3530712;knots=2,7.45450879041665e-33,5.708719524986692e-32,,
16,exact,20260917,0.0,hcrd_centered,none,0.0,1.6786975360354006e-32,1.0,9
16,exact,20260917,0.0,hcrd_legacy,none,0.006691343281319727,0.00917936379454187,1.0,9
16,exact,20260917,0.0,hcrd_robust,z=3.5,8.908803230334092e-33,2.692512800817897e-32,0.0,2
16,exact,20260917,0.0,hcrd_guided_fixed,sigma=2,0.018544545686420284,0.02543990408254473,0.8750000000000001,11
16,exact,20260917,0.0,hcrd_guided_oracle,sigma=1,0.009897072847344668,0.01357706940854199,0.8750000000000001,11
16,exact,20260917,0.0,affine_ls,degree=1,0.028089216988608737,0.03853353962007636,,
16,exact,20260917,0.0,moving_average_oracle,window=129,0.07146819765113406,0.09804198624982123,,
16,exact,20260917,0.0,gaussian_oracle,sigma=32,0.0669344328973202,0.09182244642284633,,
16,exact,20260917,0.0,fourier_oracle,bins=3,0.24004207503087993,0.32929614280237335,,
16,exact,20260917,0.0,rdp_oracle_budget,epsilon=1.3363505;knots=2,8.908803230334092e-33,2.692512800817897e-32,,
17,exact,20260918,0.0,hcrd_centered,none,0.0,1.1626734122312837e-32,1.0,9
17,exact,20260918,0.0,hcrd_legacy,none,0.006468872774083902,0.009179363794541864,1.0,9
17,exact,20260918,0.0,hcrd_robust,z=3.5,1.8949461263049935e-32,3.785448318892551e-32,0.0,2
17,exact,20260918,0.0,hcrd_guided_fixed,sigma=2,0.01793253365600978,0.02544635764763375,0.8750000000000001,11
17,exact,20260918,0.0,hcrd_guided_oracle,sigma=1,0.009568769855639923,0.013578133724171687,0.8750000000000001,11
17,exact,20260918,0.0,affine_ls,degree=1,0.027155320446675454,0.03853353962007633,,
17,exact,20260918,0.0,moving_average_oracle,window=129,0.07014326555920071,0.09953365521186108,,
17,exact,20260918,0.0,gaussian_oracle,sigma=32,0.06558085449538861,0.09305957040642836,,
17,exact,20260918,0.0,fourier_oracle,bins=3,0.24004130953047137,0.34061985493453567,,
17,exact,20260918,0.0,rdp_oracle_budget,epsilon=1.6984435;knots=2,1.8949461263049935e-32,3.785448318892551e-32,,
18,exact,20260919,0.0,hcrd_centered,none,0.0,1.4453926632529286e-32,1.0,9
18,exact,20260919,0.0,hcrd_legacy,none,0.00876307911545124,0.009179363794541862,1.0,9
18,exact,20260919,0.0,hcrd_robust,z=3.5,3.309034950147393e-33,1.7167699928160988e-32,0.0,2
18,exact,20260919,0.0,hcrd_guided_fixed,sigma=2,0.023637671167401144,0.02476056418556655,0.8750000000000001,11
18,exact,20260919,0.0,hcrd_guided_oracle,sigma=1,0.012854569984756068,0.013465218418993853,0.8750000000000001,11
18,exact,20260919,0.0,affine_ls,degree=1,0.0367860413692163,0.038533539620076274,,
18,exact,20260919,0.0,moving_average_oracle,window=129,0.028547769248235547,0.02990391345322176,,
18,exact,20260919,0.0,gaussian_oracle,sigma=32,0.007341644891099594,0.0076904052123547015,,
18,exact,20260919,0.0,fourier_oracle,bins=3,0.24004920368198604,0.25145259333580294,,
18,exact,20260919,0.0,rdp_oracle_budget,epsilon=1.3815958;knots=2,3.309034950147393e-33,1.7167699928160988e-32,,
19,exact,20260920,0.0,hcrd_centered,none,0.0,1.6893758240667822e-32,1.0,9
19,exact,20260920,0.0,hcrd_legacy,none,0.00883493722410733,0.009179363794541871,1.0,9
19,exact,20260920,0.0,hcrd_robust,z=3.5,3.625050177450235e-32,5.533271102536135e-32,0.0,2
19,exact,20260920,0.0,hcrd_guided_fixed,sigma=2,0.024438246509525443,0.025390961986636287,0.8750000000000001,11
19,exact,20260920,0.0,hcrd_guided_oracle,sigma=1,0.013059865186895428,0.01356899892067975,0.8750000000000001,11
19,exact,20260920,0.0,affine_ls,degree=1,0.03708769051820965,0.03853353962007639,,
19,exact,20260920,0.0,moving_average_oracle,window=129,0.08393506031068348,0.08720723579181107,,
19,exact,20260920,0.0,gaussian_oracle,sigma=32,0.07958553645158481,0.0826881474471012,,
19,exact,20260920,0.0,fourier_oracle,bins=3,0.24004945093908203,0.24940768484888742,,
19,exact,20260920,0.0,rdp_oracle_budget,epsilon=1.2985837;knots=2,3.625050177450235e-32,5.533271102536135e-32,,
0,exact,20560901,0.03,hcrd_centered,none,3.395632081741895,0.9616386147459706,0.13084112149532712,102
0,exact,20560901,0.03,hcrd_legacy,none,3.395632081741895,0.9616386147459706,0.13084112149532712,102
0,exact,20560901,0.03,hcrd_robust,z=3.5,0.0006473572031328593,0.0010254150971824077,0.0,2
0,exact,20560901,0.03,hcrd_guided_fixed,sigma=2,0.10169138590143421,0.029985988899484856,0.8750000000000001,11
0,exact,20560901,0.03,hcrd_guided_oracle,sigma=2,0.10169138590143421,0.029985988899484856,0.8750000000000001,11
0,exact,20560901,0.03,affine_ls,degree=1,0.13536838819609645,0.039329031526248656,,
0,exact,20560901,0.03,moving_average_oracle,window=129,0.10097490391035992,0.029167058471146864,,
0,exact,20560901,0.03,gaussian_oracle,sigma=64,0.010577334646319488,0.003717664796371458,,
0,exact,20560901,0.03,fourier_oracle,bins=3,0.2401470470170422,0.06843988207882916,,
0,exact,20560901,0.03,rdp_oracle_budget,epsilon=1.8446485;knots=2,0.0006473572031328593,0.0010254150971824077,,
1,exact,20560902,0.03,hcrd_centered,none,0.29343148501098676,0.9717946241259,0.12280701754385964,109
1,exact,20560902,0.03,hcrd_legacy,none,0.29343148501098676,0.9717946241259,0.12280701754385964,109
1,exact,20560902,0.03,hcrd_robust,z=3.5,0.0001636459955545633,0.0011792423054946717,0.0,2
1,exact,20560902,0.03,hcrd_guided_fixed,sigma=2,0.011657109087287941,0.039899833218887557,0.75,11
1,exact,20560902,0.03,hcrd_guided_oracle,sigma=2,0.011657109087287941,0.039899833218887557,0.75,11
1,exact,20560902,0.03,affine_ls,degree=1,0.011562555115802762,0.03921621408157207,,
1,exact,20560902,0.03,moving_average_oracle,window=65,0.041460970160943744,0.1386311111202867,,
1,exact,20560902,0.03,gaussian_oracle,sigma=32,0.04106351581292674,0.1374150608477592,,
1,exact,20560902,0.03,fourier_oracle,bins=3,0.24002791794669695,0.7970380698977495,,
1,exact,20560902,0.03,rdp_oracle_budget,epsilon=1.7211431;knots=2,0.0001636459955545633,0.0011792423054946717,,
2,exact,20560903,0.03,hcrd_centered,none,0.34028343160939584,0.9614555886699396,0.13084112149532712,102
2,exact,20560903,0.03,hcrd_legacy,none,0.34028343160939584,0.9614555886699396,0.13084112149532712,102
2,exact,20560903,0.03,hcrd_robust,z=3.5,0.0001883894427400619,0.0013571770841800607,0.0,2
2,exact,20560903,0.03,hcrd_guided_fixed,sigma=2,0.01229623244784905,0.03467607754109645,0.8750000000000001,11
2,exact,20560903,0.03,hcrd_guided_oracle,sigma=2,0.01229623244784905,0.03467607754109645,0.8750000000000001,11
2,exact,20560903,0.03,affine_ls,degree=1,0.013830976124667145,0.03941033654610719,,
2,exact,20560903,0.03,moving_average_oracle,window=65,0.013707989879511395,0.03949344768792748,,
2,exact,20560903,0.03,gaussian_oracle,sigma=32,0.0009205360453791644,0.003205554322031179,,
2,exact,20560903,0.03,fourier_oracle,bins=3,0.2400437216472576,0.6788935838495584,,
2,exact,20560903,0.03,rdp_oracle_budget,epsilon=1.5013943;knots=2,0.0001883894427400619,0.0013571770841800607,,
3,exact,20560904,0.03,hcrd_centered,none,0.22895574740960026,0.9607073998808919,0.12844036697247707,104
3,exact,20560904,0.03,hcrd_legacy,none,0.22895574740960026,0.9607073998808919,0.12844036697247707,104
3,exact,20560904,0.03,hcrd_robust,z=3.5,5.140585242012664e-05,0.0024790053620649807,0.0,2
3,exact,20560904,0.03,hcrd_guided_fixed,sigma=2,0.008271763936408563,0.036166358044397676,0.75,11
3,exact,20560904,0.03,hcrd_guided_oracle,sigma=2,0.008271763936408563,0.036166358044397676,0.75,11
3,exact,20560904,0.03,affine_ls,degree=1,0.009058581878351346,0.04068785802015577,,
3,exact,20560904,0.03,moving_average_oracle,window=65,0.007561680440286601,0.033231820828752846,,
3,exact,20560904,0.03,gaussian_oracle,sigma=32,0.000850183372961483,0.006344129734104461,,
3,exact,20560904,0.03,fourier_oracle,bins=3,0.2400239125625883,1.0056844389079438,,
3,exact,20560904,0.03,rdp_oracle_budget,epsilon=1.1316095;knots=2,5.140585242012664e-05,0.0024790053620649807,,
4,exact,20560905,0.03,hcrd_centered,none,0.175508041347585,0.9683129160478655,0.12612612612612611,106
4,exact,20560905,0.03,hcrd_legacy,none,0.175508041347585,0.9683129160478655,0.12612612612612611,106
4,exact,20560905,0.03,hcrd_robust,z=3.5,0.00044106544743423683,0.003781282084399219,0.0,2
4,exact,20560905,0.03,hcrd_guided_fixed,sigma=2,0.005124123157625607,0.030390072930780356,0.8750000000000001,11
4,exact,20560905,0.03,hcrd_guided_oracle,sigma=2,0.005124123157625607,0.030390072930780356,0.8750000000000001,11
4,exact,20560905,0.03,affine_ls,degree=1,0.006780579772357675,0.040000254861767046,,
4,exact,20560905,0.03,moving_average_oracle,window=65,0.004819785166238037,0.02853567910055926,,
4,exact,20560905,0.03,gaussian_oracle,sigma=32,0.0012224139820835082,0.008196326145277297,,
4,exact,20560905,0.03,fourier_oracle,bins=55,0.1909431653191287,1.0519808343142358,,
4,exact,20560905,0.03,rdp_oracle_budget,epsilon=1.1120343;knots=2,0.00044106544743423683,0.003781282084399219,,
5,exact,20560906,0.03,hcrd_centered,none,0.6415285085276932,0.9781714474662236,0.11570247933884298,116
5,exact,20560906,0.03,hcrd_legacy,none,0.6415285085276932,0.9781714474662236,0.11570247933884298,116
5,exact,20560906,0.03,hcrd_robust,z=3.5,0.0007604243399194603,0.002756325043018084,0.0,2
5,exact,20560906,0.03,hcrd_guided_fixed,sigma=2,0.02193644526276095,0.035767241975018745,0.75,11
5,exact,20560906,0.03,hcrd_guided_oracle,sigma=2,0.02193644526276095,0.035767241975018745,0.75,11
5,exact,20560906,0.03,affine_ls,degree=1,0.024775255297014707,0.040272902415534065,,
5,exact,20560906,0.03,moving_average_oracle,window=129,0.06691633817299082,0.1037260150646624,,
5,exact,20560906,0.03,gaussian_oracle,sigma=32,0.06235783778378802,0.09775522993604602,,
5,exact,20560906,0.03,fourier_oracle,bins=3,0.24005507013804242,0.36974369380167565,,
5,exact,20560906,0.03,rdp_oracle_budget,epsilon=1.2363809;knots=2,0.0007604243399194603,0.002756325043018084,,
6,exact,20560907,0.03,hcrd_centered,none,1.5614506254923426,0.9779964902909283,0.1206896551724138,111
6,exact,20560907,0.03,hcrd_legacy,none,1.5614506254923426,0.9779964902909283,0.1206896551724138,111
6,exact,20560907,0.03,hcrd_robust,z=3.5,0.0004922571462737274,0.0013487909157523963,0.0,2
6,exact,20560907,0.03,hcrd_guided_fixed,sigma=2,0.05136970040001787,0.032240094290670644,0.75,11
6,exact,20560907,0.03,hcrd_guided_oracle,sigma=2,0.05136970040001787,0.032240094290670644,0.75,11
6,exact,20560907,0.03,affine_ls,degree=1,0.0625473420884095,0.0395583074279489,,
6,exact,20560907,0.03,moving_average_oracle,window=129,0.11721323543948312,0.07364282764383698,,
6,exact,20560907,0.03,gaussian_oracle,sigma=32,0.11315692639470237,0.0704575049927396,,
