cell,trial,covered,left,right,width,empty,joint_contrast_covered,positive_contrasts,negative_contrasts
paper_f1_cusp__uniform__n500,56,True,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,15,25
paper_f1_cusp__uniform__n500,57,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,17,25
paper_f1_cusp__uniform__n500,58,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,26
paper_f1_cusp__uniform__n500,59,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,19,25
paper_f1_cusp__uniform__n500,60,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,25
paper_f1_cusp__uniform__n500,61,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,62,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,18,24
paper_f1_cusp__uniform__n500,63,True,0.27345309381237526,0.3592814371257485,0.08582834331337325,False,True,17,28
paper_f1_cusp__uniform__n500,64,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,65,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,25
paper_f1_cusp__uniform__n500,66,True,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,19,26
paper_f1_cusp__uniform__n500,67,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,68,True,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,18,26
paper_f1_cusp__uniform__n500,69,False,0.20958083832335328,0.1596806387225549,nan,True,False,15,27
paper_f1_cusp__uniform__n500,70,True,0.24151696606786427,0.38323353293413176,0.1417165668662675,False,True,18,24
paper_f1_cusp__uniform__n500,71,True,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,18,25
paper_f1_cusp__uniform__n500,72,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,23
paper_f1_cusp__uniform__n500,73,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,15,24
paper_f1_cusp__uniform__n500,74,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,14,22
paper_f1_cusp__uniform__n500,75,True,0.25748502994011974,0.35129740518962077,0.09381237524950103,False,True,20,28
paper_f1_cusp__uniform__n500,76,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,15,25
paper_f1_cusp__uniform__n500,77,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,22
paper_f1_cusp__uniform__n500,78,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,25
paper_f1_cusp__uniform__n500,79,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,27
paper_f1_cusp__uniform__n500,80,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,24
paper_f1_cusp__uniform__n500,81,True,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,17,24
paper_f1_cusp__uniform__n500,82,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,15,26
paper_f1_cusp__uniform__n500,83,True,0.249500998003992,0.4151696606786427,0.1656686626746507,False,True,17,25
paper_f1_cusp__uniform__n500,84,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,26
paper_f1_cusp__uniform__n500,85,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,16,25
paper_f1_cusp__uniform__n500,86,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,15,26
paper_f1_cusp__uniform__n500,87,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,25
paper_f1_cusp__uniform__n500,88,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,18,24
paper_f1_cusp__uniform__n500,89,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,90,True,0.24151696606786427,0.3592814371257485,0.11776447105788423,False,True,18,28
paper_f1_cusp__uniform__n500,91,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,92,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,24
paper_f1_cusp__uniform__n500,93,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,15,25
paper_f1_cusp__uniform__n500,94,True,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,19,27
paper_f1_cusp__uniform__n500,95,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,18,24
paper_f1_cusp__uniform__n500,96,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,17,26
paper_f1_cusp__uniform__n500,97,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,14,26
paper_f1_cusp__uniform__n500,98,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,24
paper_f1_cusp__uniform__n500,99,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,26
paper_f1_cusp__uniform__n500,100,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,False,16,25
paper_f1_cusp__uniform__n500,101,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,17,27
paper_f1_cusp__uniform__n500,102,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,15,24
paper_f1_cusp__uniform__n500,103,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,16,26
paper_f1_cusp__uniform__n500,104,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,19,24
paper_f1_cusp__uniform__n500,105,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,17,25
paper_f1_cusp__uniform__n500,106,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,18,26
paper_f1_cusp__uniform__n500,107,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,16,26
paper_f1_cusp__uniform__n500,108,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,14,25
paper_f1_cusp__uniform__n500,109,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,13,25
paper_f1_cusp__uniform__n500,110,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,17,23
paper_f1_cusp__uniform__n500,111,True,0.27345309381237526,0.3592814371257485,0.08582834331337325,False,True,19,28
paper_f1_cusp__uniform__n500,112,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,16,24
paper_f1_cusp__uniform__n500,113,True,0.22554890219560877,0.36726546906187624,0.14171656686626746,False,True,17,26
paper_f1_cusp__uniform__n500,114,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,19,26
paper_f1_cusp__uniform__n500,115,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,25
paper_f1_cusp__uniform__n500,116,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,24
paper_f1_cusp__uniform__n500,117,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,16,26
paper_f1_cusp__uniform__n500,118,True,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,18,24
paper_f1_cusp__uniform__n500,119,True,0.24151696606786427,0.38323353293413176,0.1417165668662675,False,True,16,26
paper_f1_cusp__uniform__n500,120,True,0.25748502994011974,0.3592814371257485,0.10179640718562877,False,True,17,27
paper_f1_cusp__uniform__n500,121,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,24
paper_f1_cusp__uniform__n500,122,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,26
paper_f1_cusp__uniform__n500,123,True,0.25748502994011974,0.4151696606786427,0.15768463073852296,False,True,19,26
paper_f1_cusp__uniform__n500,124,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,24
paper_f1_cusp__uniform__n500,125,True,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,18,26
paper_f1_cusp__uniform__n500,126,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,18,26
paper_f1_cusp__uniform__n500,127,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,23
paper_f1_cusp__uniform__n500,128,True,0.1936127744510978,0.3073852295409182,0.11377245508982037,False,True,15,27
paper_f1_cusp__uniform__n500,129,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,15,24
paper_f1_cusp__uniform__n500,130,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,17,26
paper_f1_cusp__uniform__n500,131,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,17,25
paper_f1_cusp__uniform__n500,132,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,18,26
paper_f1_cusp__uniform__n500,133,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,15,24
paper_f1_cusp__uniform__n500,134,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,135,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,16,24
paper_f1_cusp__uniform__n500,136,True,0.24151696606786427,0.38323353293413176,0.1417165668662675,False,True,17,25
paper_f1_cusp__uniform__n500,137,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,16,22
paper_f1_cusp__uniform__n500,138,True,0.25748502994011974,0.3992015968063872,0.1417165668662675,False,True,18,25
paper_f1_cusp__uniform__n500,139,True,0.249500998003992,0.4151696606786427,0.1656686626746507,False,True,17,24
paper_f1_cusp__uniform__n500,140,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,27
paper_f1_cusp__uniform__n500,141,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,25
paper_f1_cusp__uniform__n500,142,False,0.1936127744510978,0.05389221556886228,nan,True,False,14,24
paper_f1_cusp__uniform__n500,143,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,144,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,16,25
paper_f1_cusp__uniform__n500,145,True,0.22554890219560877,0.36726546906187624,0.14171656686626746,False,True,16,27
paper_f1_cusp__uniform__n500,146,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,23
paper_f1_cusp__uniform__n500,147,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,25
paper_f1_cusp__uniform__n500,148,True,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,17,30
paper_f1_cusp__uniform__n500,149,True,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,16,26
paper_f1_cusp__uniform__n500,150,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,18,24
paper_f1_cusp__uniform__n500,151,True,0.25748502994011974,0.36726546906187624,0.1097804391217565,False,True,18,26
paper_f1_cusp__uniform__n500,152,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,16,24
paper_f1_cusp__uniform__n500,153,True,0.249500998003992,0.38323353293413176,0.13373253493013976,False,True,19,25
paper_f1_cusp__uniform__n500,154,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,27
paper_f1_cusp__uniform__n500,155,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,16,24
paper_f1_cusp__uniform__n500,156,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,23
paper_f1_cusp__uniform__n500,157,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,17,23
paper_f1_cusp__uniform__n500,158,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,16,26
paper_f1_cusp__uniform__n500,159,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,14,24
paper_f1_cusp__uniform__n500,160,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,25
paper_f1_cusp__uniform__n500,161,True,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,18,26
paper_f1_cusp__uniform__n500,162,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,163,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,24
paper_f1_cusp__uniform__n500,164,True,0.25748502994011974,0.3592814371257485,0.10179640718562877,False,True,18,29
paper_f1_cusp__uniform__n500,165,True,0.249500998003992,0.4151696606786427,0.1656686626746507,False,True,19,24
paper_f1_cusp__uniform__n500,166,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,17,26
paper_f1_cusp__uniform__n500,167,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,26
paper_f1_cusp__uniform__n500,168,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,23
paper_f1_cusp__uniform__n500,169,True,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,21,24
paper_f1_cusp__uniform__n500,170,True,0.249500998003992,0.35129740518962077,0.10179640718562877,False,True,18,24
paper_f1_cusp__uniform__n500,171,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,17,29
paper_f1_cusp__uniform__n500,172,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,24
paper_f1_cusp__uniform__n500,173,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,12,24
paper_f1_cusp__uniform__n500,174,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,18,25
paper_f1_cusp__uniform__n500,175,True,0.249500998003992,0.3992015968063872,0.14970059880239522,False,True,15,26
paper_f1_cusp__uniform__n500,176,False,0.249500998003992,0.25748502994011974,0.007984031936127733,False,False,17,28
paper_f1_cusp__uniform__n500,177,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,178,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,179,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,180,True,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,15,24
paper_f1_cusp__uniform__n500,181,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,17,26
paper_f1_cusp__uniform__n500,182,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,26
paper_f1_cusp__uniform__n500,183,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,19,25
paper_f1_cusp__uniform__n500,184,True,0.20958083832335328,0.3592814371257485,0.14970059880239522,False,True,17,28
paper_f1_cusp__uniform__n500,185,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,16,25
paper_f1_cusp__uniform__n500,186,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,18,24
paper_f1_cusp__uniform__n500,187,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,24
paper_f1_cusp__uniform__n500,188,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,16,27
paper_f1_cusp__uniform__n500,189,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,23
paper_f1_cusp__uniform__n500,190,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,25
paper_f1_cusp__uniform__n500,191,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,25
paper_f1_cusp__uniform__n500,192,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,18,25
paper_f1_cusp__uniform__n500,193,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,17,24
paper_f1_cusp__uniform__n500,194,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,15,24
paper_f1_cusp__uniform__n500,195,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,23
paper_f1_cusp__uniform__n500,196,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,25
paper_f1_cusp__uniform__n500,197,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,15,25
paper_f1_cusp__uniform__n500,198,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,16,23
paper_f1_cusp__uniform__n500,199,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,200,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,False,17,28
paper_f1_cusp__uniform__n500,201,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,24
paper_f1_cusp__uniform__n500,202,True,0.20958083832335328,0.38323353293413176,0.17365269461077848,False,True,15,25
paper_f1_cusp__uniform__n500,203,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,15,25
paper_f1_cusp__uniform__n500,204,True,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,15,23
paper_f1_cusp__uniform__n500,205,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,24
paper_f1_cusp__uniform__n500,206,False,0.5768463073852296,0.3992015968063872,nan,True,False,18,26
paper_f1_cusp__uniform__n500,207,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,208,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,209,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,16,27
paper_f1_cusp__uniform__n500,210,True,0.25748502994011974,0.3592814371257485,0.10179640718562877,False,True,18,25
paper_f1_cusp__uniform__n500,211,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,16,25
paper_f1_cusp__uniform__n500,212,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,18,27
paper_f1_cusp__uniform__n500,213,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,19,26
paper_f1_cusp__uniform__n500,214,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,215,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,17,27
paper_f1_cusp__uniform__n500,216,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,17,24
paper_f1_cusp__uniform__n500,217,True,0.20958083832335328,0.35129740518962077,0.1417165668662675,False,True,15,24
paper_f1_cusp__uniform__n500,218,True,0.24151696606786427,0.35129740518962077,0.1097804391217565,False,True,18,25
paper_f1_cusp__uniform__n500,219,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,15,26
paper_f1_cusp__uniform__n500,220,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,221,True,0.249500998003992,0.3592814371257485,0.1097804391217565,False,True,19,25
paper_f1_cusp__uniform__n500,222,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,25
paper_f1_cusp__uniform__n500,223,True,0.24151696606786427,0.36726546906187624,0.12574850299401197,False,True,18,27
paper_f1_cusp__uniform__n500,224,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,24
paper_f1_cusp__uniform__n500,225,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,16,23
paper_f1_cusp__uniform__n500,226,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,16,24
paper_f1_cusp__uniform__n500,227,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,17,25
paper_f1_cusp__uniform__n500,228,True,0.2894211576846307,0.3992015968063872,0.1097804391217565,False,False,18,23
paper_f1_cusp__uniform__n500,229,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,26
paper_f1_cusp__uniform__n500,230,False,0.8962075848303394,0.4151696606786427,nan,True,False,16,25
paper_f1_cusp__uniform__n500,231,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,232,True,0.22554890219560877,0.4151696606786427,0.18962075848303392,False,True,16,26
paper_f1_cusp__uniform__n500,233,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,19,24
paper_f1_cusp__uniform__n500,234,True,0.20958083832335328,0.36726546906187624,0.15768463073852296,False,True,16,29
paper_f1_cusp__uniform__n500,235,False,0.7045908183632734,0.3992015968063872,nan,True,False,18,25
paper_f1_cusp__uniform__n500,236,True,0.25748502994011974,0.35129740518962077,0.09381237524950103,False,True,16,28
paper_f1_cusp__uniform__n500,237,True,0.27345309381237526,0.3992015968063872,0.12574850299401197,False,True,16,23
paper_f1_cusp__uniform__n500,238,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,17,25
paper_f1_cusp__uniform__n500,239,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,17,24
paper_f1_cusp__uniform__n500,240,True,0.1936127744510978,0.3992015968063872,0.2055888223552894,False,True,15,26
paper_f1_cusp__uniform__n500,241,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,242,True,0.22554890219560877,0.3992015968063872,0.17365269461077845,False,True,16,26
paper_f1_cusp__uniform__n500,243,True,0.249500998003992,0.4151696606786427,0.1656686626746507,False,False,18,25
paper_f1_cusp__uniform__n500,244,True,0.20958083832335328,0.3992015968063872,0.18962075848303395,False,True,16,26
paper_f1_cusp__uniform__n500,245,True,0.20958083832335328,0.4151696606786427,0.2055888223552894,False,True,13,24
paper_f1_cusp__uniform__n500,246,True,0.24151696606786427,0.3992015968063872,0.15768463073852296,False,True,19,29
paper_f1_cusp__uniform__n500,247,True,0.24151696606786427,0.4151696606786427,0.17365269461077842,False,True,18,24
paper_f1_cusp__uniform__n500,248,True,0.1936127744510978,0.4151696606786427,0.22155688622754488,False,True,15,22
