trial,seed,noise_sigma,method,parameter,baseline_nmse,detail_nmse,knot_f1,knots
4,20260828,0.0,moving_average_oracle,window=129,1.0369048609383271,0.08536342564930269,,
4,20260828,0.0,gaussian_oracle,sigma=64,1.0991623580658838,0.09048878808838952,,
4,20260828,0.0,fourier_oracle,bins=2,0.9794862927067916,0.08063642911879493,,
4,20260828,0.0,rdp_oracle_budget,epsilon=2.1101501;knots=2,2.7022162079090166,0.222460556452056,,
5,20260829,0.0,hcrd_centered,none,0.2542245584974513,0.010908225697270277,1.0,9
5,20260829,0.0,hcrd_legacy,none,0.2542245584974513,0.010908225697270277,1.0,9
5,20260829,0.0,hcrd_robust,z=3.5,1.1988180444352676,0.05143868820521992,0.25,3
5,20260829,0.0,affine_ls,degree=1,4.136860208960597,0.17750371995572284,,
5,20260829,0.0,moving_average_oracle,window=129,3.8715895927150066,0.1661215318226677,,
5,20260829,0.0,gaussian_oracle,sigma=64,2.8784244152242655,0.12350696313280954,,
5,20260829,0.0,fourier_oracle,bins=1,1.3987784545361734,0.06001855671513523,,
5,20260829,0.0,rdp_oracle_budget,epsilon=1.833346;knots=2,1.374841691138274,0.058991481993677646,,
6,20260830,0.0,hcrd_centered,none,0.04459852491216679,0.01180442744573174,1.0,9
6,20260830,0.0,hcrd_legacy,none,0.04459852491216679,0.01180442744573174,1.0,9
6,20260830,0.0,hcrd_robust,z=3.5,0.9073437422195142,0.24015757010938793,0.0,2
6,20260830,0.0,affine_ls,degree=1,0.4776616211383593,0.12642844043481216,,
6,20260830,0.0,moving_average_oracle,window=65,0.29621336515661756,0.07840235039911442,,
6,20260830,0.0,gaussian_oracle,sigma=32,0.1873039548965665,0.04957598822448833,,
6,20260830,0.0,fourier_oracle,bins=3,0.09548549312065434,0.0252732927351861,,
6,20260830,0.0,rdp_oracle_budget,epsilon=2.525391;knots=2,0.9073437422195142,0.24015757010938793,,
7,20260831,0.0,hcrd_centered,none,0.04608031284022949,0.011573942614631799,1.0,9
7,20260831,0.0,hcrd_legacy,none,0.04608031284022949,0.011573942614631799,1.0,9
7,20260831,0.0,hcrd_robust,z=3.5,1.7495339348518768,0.4394285567143243,0.0,2
7,20260831,0.0,affine_ls,degree=1,0.8060072579361909,0.2024439760787819,,
7,20260831,0.0,moving_average_oracle,window=65,0.41796050695289183,0.10497869099603739,,
7,20260831,0.0,gaussian_oracle,sigma=32,0.3036318092735955,0.07626287496558412,,
7,20260831,0.0,fourier_oracle,bins=3,0.29443556189253517,0.0739530634018608,,
7,20260831,0.0,rdp_oracle_budget,epsilon=3.0348003;knots=2,1.7495339348518768,0.4394285567143243,,
8,20260832,0.0,hcrd_centered,none,0.02343411783089492,0.010262259770811228,1.0,9
8,20260832,0.0,hcrd_legacy,none,0.02343411783089492,0.010262259770811228,1.0,9
8,20260832,0.0,hcrd_robust,z=3.5,0.891073829833888,0.39021870516803603,0.0,2
8,20260832,0.0,affine_ls,degree=1,0.4680026025329171,0.20494751777157474,,
8,20260832,0.0,moving_average_oracle,window=65,0.25776600878915856,0.11288079036592165,,
8,20260832,0.0,gaussian_oracle,sigma=32,0.252291924265956,0.1104835813994966,,
8,20260832,0.0,fourier_oracle,bins=3,0.19932897197434754,0.0872900659205821,,
8,20260832,0.0,rdp_oracle_budget,epsilon=2.2099927;knots=2,0.891073829833888,0.39021870516803603,,
9,20260833,0.0,hcrd_centered,none,0.019792469864769617,0.010409068635478054,1.0,9
9,20260833,0.0,hcrd_legacy,none,0.019792469864769617,0.010409068635478054,1.0,9
9,20260833,0.0,hcrd_robust,z=3.5,0.10910544556676884,0.05737970446176709,0.0,2
9,20260833,0.0,affine_ls,degree=1,0.10272619885726272,0.054024791340990204,,
9,20260833,0.0,moving_average_oracle,window=129,0.1582091826802463,0.08320387766323568,,
9,20260833,0.0,gaussian_oracle,sigma=32,0.09999430093864198,0.05258805741468727,,
9,20260833,0.0,fourier_oracle,bins=3,0.2635645048042844,0.1386113526572504,,
9,20260833,0.0,rdp_oracle_budget,epsilon=2.1423231;knots=2,0.10910544556676884,0.05737970446176709,,
10,20260834,0.0,hcrd_centered,none,0.015540563512470653,0.0092878260299214,1.0,9
10,20260834,0.0,hcrd_legacy,none,0.015540563512470653,0.0092878260299214,1.0,9
10,20260834,0.0,hcrd_robust,z=3.5,0.3346175443166571,0.19998435292765862,0.0,2
10,20260834,0.0,affine_ls,degree=1,0.22275863233502563,0.13313181482323347,,
10,20260834,0.0,moving_average_oracle,window=129,0.1156878146295111,0.06914088380376059,,
10,20260834,0.0,gaussian_oracle,sigma=32,0.06482669090743053,0.03874370622149852,,
10,20260834,0.0,fourier_oracle,bins=3,0.32981347779720543,0.19711320002300162,,
10,20260834,0.0,rdp_oracle_budget,epsilon=2.1773443;knots=2,0.3346175443166571,0.19998435292765862,,
11,20260835,0.0,hcrd_centered,none,0.010251209516393762,0.0069838959631406865,1.0,9
11,20260835,0.0,hcrd_legacy,none,0.010251209516393762,0.0069838959631406865,1.0,9
11,20260835,0.0,hcrd_robust,z=3.5,0.22084037469256249,0.1504530952028023,0.0,2
11,20260835,0.0,affine_ls,degree=1,0.26123907288692527,0.17797573092540167,,
11,20260835,0.0,moving_average_oracle,window=65,0.12845738534746584,0.08751484529987187,,
11,20260835,0.0,gaussian_oracle,sigma=32,0.09131063092113162,0.062207678582912825,,
11,20260835,0.0,fourier_oracle,bins=3,0.2802836825672691,0.1909503533300497,,
11,20260835,0.0,rdp_oracle_budget,epsilon=1.7541467;knots=2,0.22084037469256249,0.1504530952028023,,
12,20260836,0.0,hcrd_centered,none,0.010287027370316408,0.0071571527820673535,1.0,9
12,20260836,0.0,hcrd_legacy,none,0.010287027370316408,0.0071571527820673535,1.0,9
12,20260836,0.0,hcrd_robust,z=3.5,0.8351713980224036,0.5810667241060596,0.25,3
12,20260836,0.0,affine_ls,degree=1,0.34310125982245415,0.23871115025463,,
12,20260836,0.0,moving_average_oracle,window=65,0.11001679173485507,0.07654368542960564,,
12,20260836,0.0,gaussian_oracle,sigma=32,0.06450000061669077,0.04487558380462395,,
12,20260836,0.0,fourier_oracle,bins=3,0.12549884450266063,0.08731525364366058,,
12,20260836,0.0,rdp_oracle_budget,epsilon=2.6401187;knots=2,0.5977745910730592,0.41589896901539264,,
13,20260837,0.0,hcrd_centered,none,0.04265034536637501,0.007802170754206685,1.0,9
13,20260837,0.0,hcrd_legacy,none,0.04265034536637501,0.007802170754206685,1.0,9
13,20260837,0.0,hcrd_robust,z=3.5,0.7027041918393848,0.1285480351291626,0.0,2
13,20260837,0.0,affine_ls,degree=1,0.5777561365793772,0.10569086822534653,,
13,20260837,0.0,moving_average_oracle,window=129,0.16396990120322716,0.029995564086254242,,
13,20260837,0.0,gaussian_oracle,sigma=32,0.16693288533263775,0.030537592712777197,,
13,20260837,0.0,fourier_oracle,bins=3,0.3940385888813051,0.07208280091964679,,
13,20260837,0.0,rdp_oracle_budget,epsilon=2.1159055;knots=2,0.7027041918393848,0.1285480351291626,,
14,20260838,0.0,hcrd_centered,none,0.03506716263939592,0.008619685925558458,1.0,9
14,20260838,0.0,hcrd_legacy,none,0.03506716263939592,0.008619685925558458,1.0,9
14,20260838,0.0,hcrd_robust,z=3.5,2.1673709454159775,0.5327507396528919,0.0,2
14,20260838,0.0,affine_ls,degree=1,0.9486359921724568,0.23317952451108168,,
14,20260838,0.0,moving_average_oracle,window=129,0.30154606291689456,0.07412154730512002,,
14,20260838,0.0,gaussian_oracle,sigma=32,0.2601198486546025,0.06393877433036305,,
14,20260838,0.0,fourier_oracle,bins=3,0.09694323460143865,0.02382913734609831,,
14,20260838,0.0,rdp_oracle_budget,epsilon=3.2234971;knots=2,2.1673709454159775,0.5327507396528919,,
15,20260839,0.0,hcrd_centered,none,0.06331467275030125,0.009433970720017563,1.0,9
15,20260839,0.0,hcrd_legacy,none,0.06331467275030125,0.009433970720017563,1.0,9
15,20260839,0.0,hcrd_robust,z=3.5,0.48324791061059574,0.07200458347450486,0.0,2
15,20260839,0.0,affine_ls,degree=1,0.33247155092386954,0.04953870470158419,,
15,20260839,0.0,moving_average_oracle,window=65,0.33030744348398144,0.04921624980549095,,
15,20260839,0.0,gaussian_oracle,sigma=32,0.2731805902578585,0.040704272450930265,,
15,20260839,0.0,fourier_oracle,bins=3,0.2958060238940418,0.04407549225164286,,
15,20260839,0.0,rdp_oracle_budget,epsilon=2.4204383;knots=2,0.48324791061059574,0.07200458347450486,,
16,20260840,0.0,hcrd_centered,none,0.05528740221718072,0.007845595435225419,1.0,9
16,20260840,0.0,hcrd_legacy,none,0.05528740221718072,0.007845595435225419,1.0,9
16,20260840,0.0,hcrd_robust,z=3.5,1.2249536695346317,0.1738278619116788,0.25,3
16,20260840,0.0,affine_ls,degree=1,1.2336863466206136,0.17506707823828324,,
16,20260840,0.0,moving_average_oracle,window=129,0.7742489050154163,0.10987030374578857,,
16,20260840,0.0,gaussian_oracle,sigma=32,0.6726783235722499,0.09545686310349945,,
16,20260840,0.0,fourier_oracle,bins=3,0.46614165783460265,0.06614814073754935,,
16,20260840,0.0,rdp_oracle_budget,epsilon=1.8901015;knots=2,1.2453977450560818,0.17672899199115735,,
17,20260841,0.0,hcrd_centered,none,0.02269563607021883,0.007479312459212077,1.0,9
17,20260841,0.0,hcrd_legacy,none,0.02269563607021883,0.007479312459212077,1.0,9
17,20260841,0.0,hcrd_robust,z=3.5,0.8102670066260423,0.2670222636279786,0.0,2
17,20260841,0.0,affine_ls,degree=1,0.5088556506288677,0.16769260821392176,,
17,20260841,0.0,moving_average_oracle,window=129,0.37676313695018976,0.12416172059002398,,
17,20260841,0.0,gaussian_oracle,sigma=32,0.31672893868240803,0.10437754156574787,,
17,20260841,0.0,fourier_oracle,bins=2,0.30538167109784964,0.10063806673628639,,
17,20260841,0.0,rdp_oracle_budget,epsilon=2.8518569;knots=2,0.8102670066260423,0.2670222636279786,,
18,20260842,0.0,hcrd_centered,none,0.5141864578349672,0.012977864474485547,1.0,9
18,20260842,0.0,hcrd_legacy,none,0.5141864578349672,0.012977864474485547,1.0,9
18,20260842,0.0,hcrd_robust,z=3.5,1.3393526803784455,0.03380473620927082,0.0,2
18,20260842,0.0,affine_ls,degree=1,3.1185289799686102,0.07871044801957439,,
18,20260842,0.0,moving_average_oracle,window=129,3.190484554081324,0.0805265784811789,,
18,20260842,0.0,gaussian_oracle,sigma=64,2.4101060174377458,0.06083013036778212,,
18,20260842,0.0,fourier_oracle,bins=2,1.8813862707717677,0.047485451384778436,,
18,20260842,0.0,rdp_oracle_budget,epsilon=2.0672169;knots=2,1.3393526803784455,0.03380473620927082,,
19,20260843,0.0,hcrd_centered,none,0.07657182395374741,0.013314571299211804,1.0,9
19,20260843,0.0,hcrd_legacy,none,0.07657182395374741,0.013314571299211804,1.0,9
19,20260843,0.0,hcrd_robust,z=3.5,0.283823118987909,0.049352137104790056,0.0,2
19,20260843,0.0,affine_ls,degree=1,0.7019737354480103,0.1220616000533335,,
19,20260843,0.0,moving_average_oracle,window=129,0.44678781528698946,0.07768899727203851,,
19,20260843,0.0,gaussian_oracle,sigma=64,0.34075041206720724,0.05925085001821479,,
19,20260843,0.0,fourier_oracle,bins=3,0.48689135620980006,0.08466233847506581,,
19,20260843,0.0,rdp_oracle_budget,epsilon=2.2088758;knots=2,0.283823118987909,0.049352137104790056,,
0,20560824,0.03,hcrd_centered,none,1.6035234717940055,0.9750332224889239,0.10434782608695652,110
0,20560824,0.03,hcrd_legacy,none,1.6035234717940055,0.9750332224889239,0.10434782608695652,110
0,20560824,0.03,hcrd_robust,z=3.5,0.21786051908554127,0.1326985396478184,0.0,2
0,20560824,0.03,affine_ls,degree=1,0.16726141133803543,0.10317693265244447,,
0,20560824,0.03,moving_average_oracle,window=65,0.11107877283897381,0.06965073839363914,,
0,20560824,0.03,gaussian_oracle,sigma=32,0.06703240238035688,0.042324341891624005,,
0,20560824,0.03,fourier_oracle,bins=3,0.3543039475829989,0.2181558988881026,,
0,20560824,0.03,rdp_oracle_budget,epsilon=1.55203;knots=2,0.21786051908554127,0.1326985396478184,,
1,20560825,0.03,hcrd_centered,none,3.0675495792900604,0.9998915294564953,0.1238938053097345,108
1,20560825,0.03,hcrd_legacy,none,3.0675495792900604,0.9998915294564953,0.1238938053097345,108
1,20560825,0.03,hcrd_robust,z=3.5,0.2294391670906144,0.07629624092702685,0.0,2
1,20560825,0.03,affine_ls,degree=1,0.2295255063932945,0.07618628885396252,,
1,20560825,0.03,moving_average_oracle,window=129,0.2211128558909028,0.07302951974609376,,
1,20560825,0.03,gaussian_oracle,sigma=64,0.1296599053693045,0.04338465345161622,,
1,20560825,0.03,fourier_oracle,bins=3,0.3618715375461336,0.11843293262144415,,
1,20560825,0.03,rdp_oracle_budget,epsilon=2.2969501;knots=2,0.2294391670906144,0.07629624092702685,,
2,20560826,0.03,hcrd_centered,none,7.002951546869248,0.9628002097412844,0.12844036697247707,104
2,20560826,0.03,hcrd_legacy,none,7.002951546869248,0.9628002097412844,0.12844036697247707,104
2,20560826,0.03,hcrd_robust,z=3.5,3.1748918649393545,0.4404640953063419,0.0,2
2,20560826,0.03,affine_ls,degree=1,1.3723809409416117,0.18891573085713054,,
2,20560826,0.03,moving_average_oracle,window=65,0.9668562937608364,0.13433702457968663,,
2,20560826,0.03,gaussian_oracle,sigma=32,0.7684444096698078,0.10641857854662248,,
2,20560826,0.03,fourier_oracle,bins=3,0.45330195675597573,0.06323801068585574,,
2,20560826,0.03,rdp_oracle_budget,epsilon=2.1695339;knots=2,3.1748918649393545,0.4404640953063419,,
3,20560827,0.03,hcrd_centered,none,5.2631560855418575,0.981094742181094,0.10344827586206896,111
3,20560827,0.03,hcrd_legacy,none,5.2631560855418575,0.981094742181094,0.10344827586206896,111
3,20560827,0.03,hcrd_robust,z=3.5,0.8525102209055521,0.15893924696675632,0.0,2
3,20560827,0.03,affine_ls,degree=1,0.42721613457335383,0.07951099827447522,,
3,20560827,0.03,moving_average_oracle,window=129,0.5640154151655943,0.10637652600736446,,
3,20560827,0.03,gaussian_oracle,sigma=64,0.5302880811583905,0.09889316848806821,,
3,20560827,0.03,fourier_oracle,bins=2,0.7198167398556521,0.13508157053214329,,
3,20560827,0.03,rdp_oracle_budget,epsilon=2.2087035;knots=2,0.8525102209055521,0.15893924696675632,,
4,20560828,0.03,hcrd_centered,none,2.8976447304158572,0.9971616309488796,0.1081081081081081,106
4,20560828,0.03,hcrd_legacy,none,2.8976447304158572,0.9971616309488796,0.1081081081081081,106
4,20560828,0.03,hcrd_robust,z=3.5,0.8845811046845475,0.30620181433148436,0.0,2
4,20560828,0.03,affine_ls,degree=1,0.4512591886692494,0.1567636403071326,,
4,20560828,0.03,moving_average_oracle,window=129,0.2927394340520599,0.10155371877379732,,
4,20560828,0.03,gaussian_oracle,sigma=64,0.21346922361595566,0.07457693231295327,,
4,20560828,0.03,fourier_oracle,bins=3,0.17384508648717392,0.05995143784377307,,
4,20560828,0.03,rdp_oracle_budget,epsilon=2.6917001;knots=2,0.8845811046845475,0.30620181433148436,,
5,20560829,0.03,hcrd_centered,none,13.426266185229217,0.9887216443990126,0.12727272727272726,105
5,20560829,0.03,hcrd_legacy,none,13.426266185229217,0.9887216443990126,0.12727272727272726,105
5,20560829,0.03,hcrd_robust,z=3.5,1.4466119864849516,0.10743851118702977,0.0,2
5,20560829,0.03,affine_ls,degree=1,1.3046958670401203,0.09718234151137221,,
5,20560829,0.03,moving_average_oracle,window=65,0.9129018252776848,0.06720503869077542,,
5,20560829,0.03,gaussian_oracle,sigma=32,0.6989753055991856,0.05219815636425359,,
5,20560829,0.03,fourier_oracle,bins=3,1.1165656858642825,0.08508879534109685,,
5,20560829,0.03,rdp_oracle_budget,epsilon=2.0604892;knots=2,1.4466119864849516,0.10743851118702977,,
6,20560830,0.03,hcrd_centered,none,4.406276124977355,0.9854196887047494,0.1238938053097345,108
6,20560830,0.03,hcrd_legacy,none,4.406276124977355,0.9854196887047494,0.1238938053097345,108
6,20560830,0.03,hcrd_robust,z=3.5,0.43151472016715486,0.09695893901911395,0.0,2
6,20560830,0.03,affine_ls,degree=1,0.22103406468967401,0.04941569443313337,,
6,20560830,0.03,moving_average_oracle,window=129,0.1232553498109074,0.02816589564044848,,
6,20560830,0.03,gaussian_oracle,sigma=64,0.0824182288805075,0.01907397000466987,,
6,20560830,0.03,fourier_oracle,bins=2,0.2042725082408225,0.048057282795769665,,
6,20560830,0.03,rdp_oracle_budget,epsilon=2.1032984;knots=2,0.43151472016715486,0.09695893901911395,,
7,20560831,0.03,hcrd_centered,none,37.29205327612105,0.9626325882458545,0.1217391304347826,110
7,20560831,0.03,hcrd_legacy,none,37.29205327612105,0.9626325882458545,0.1217391304347826,110
7,20560831,0.03,hcrd_robust,z=3.5,2.208188663426667,0.05964265738670134,0.0,2
7,20560831,0.03,affine_ls,degree=1,0.888207516337491,0.025279802209998325,,
7,20560831,0.03,moving_average_oracle,window=65,1.7588880404883405,0.04737946876452236,,
7,20560831,0.03,gaussian_oracle,sigma=32,0.527056959264736,0.016047034281210456,,
7,20560831,0.03,fourier_oracle,bins=1,1.0292921929043617,0.028334948145675495,,
7,20560831,0.03,rdp_oracle_budget,epsilon=2.3601998;knots=2,2.208188663426667,0.05964265738670134,,
8,20560832,0.03,hcrd_centered,none,11.456375449880765,0.984204744650356,0.1217391304347826,110
8,20560832,0.03,hcrd_legacy,none,11.456375449880765,0.984204744650356,0.1217391304347826,110
8,20560832,0.03,hcrd_robust,z=3.5,1.6022508186930513,0.13842635644207005,0.0,2
8,20560832,0.03,affine_ls,degree=1,0.7040933722855784,0.06056664264350536,,
8,20560832,0.03,moving_average_oracle,window=129,0.9506476636868829,0.08176711793463608,,
8,20560832,0.03,gaussian_oracle,sigma=32,0.5872752652142202,0.050574735322310015,,
8,20560832,0.03,fourier_oracle,bins=3,0.4124706776419656,0.03619318795942122,,
8,20560832,0.03,rdp_oracle_budget,epsilon=2.5277267;knots=2,1.6022508186930513,0.13842635644207005,,
9,20560833,0.03,hcrd_centered,none,14.931312527126613,0.975433515641572,0.12280701754385964,109
9,20560833,0.03,hcrd_legacy,none,14.931312527126613,0.975433515641572,0.12280701754385964,109
9,20560833,0.03,hcrd_robust,z=3.5,1.2937032712218064,0.08583671531631505,0.0,2
9,20560833,0.03,affine_ls,degree=1,1.7670628738035339,0.11567529022202798,,
9,20560833,0.03,moving_average_oracle,window=65,1.399280120016011,0.09116305752658051,,
9,20560833,0.03,gaussian_oracle,sigma=32,1.1327108262163146,0.07428748179843835,,
9,20560833,0.03,fourier_oracle,bins=3,0.9693543104183644,0.06438503257250384,,
9,20560833,0.03,rdp_oracle_budget,epsilon=1.9415394;knots=2,1.2937032712218064,0.08583671531631505,,
10,20560834,0.03,hcrd_centered,none,3.070277094350624,1.0001260200014885,0.10434782608695652,110
10,20560834,0.03,hcrd_legacy,none,3.070277094350624,1.0001260200014885,0.10434782608695652,110
10,20560834,0.03,hcrd_robust,z=3.5,3.4783475476564565,1.1399280412832622,0.0,2
10,20560834,0.03,affine_ls,degree=1,0.739891726144653,0.24298934255291385,,
10,20560834,0.03,moving_average_oracle,window=65,0.22670115285658163,0.07733082026744827,,
10,20560834,0.03,gaussian_oracle,sigma=32,0.21095806872985723,0.07131302168474316,,
10,20560834,0.03,fourier_oracle,bins=3,0.14212691141325737,0.04927060073321642,,
10,20560834,0.03,rdp_oracle_budget,epsilon=2.4619854;knots=3,1.1282936108144233,0.3746522334323664,,
11,20560835,0.03,hcrd_centered,none,13.661315425025288,0.9677302672703575,0.12727272727272726,105
11,20560835,0.03,hcrd_legacy,none,13.661315425025288,0.9677302672703575,0.12727272727272726,105
11,20560835,0.03,hcrd_robust,z=3.5,1.3179753109317325,0.09283192639055067,0.0,2
11,20560835,0.03,affine_ls,degree=1,0.5183688531420403,0.0368840281981532,,
11,20560835,0.03,moving_average_oracle,window=65,0.5734305521917648,0.04112361458150171,,
11,20560835,0.03,gaussian_oracle,sigma=32,0.3954480784089855,0.028511698130878244,,
11,20560835,0.03,fourier_oracle,bins=3,0.4421510086322635,0.032535504846396904,,
11,20560835,0.03,rdp_oracle_budget,epsilon=2.4258176;knots=2,1.3179753109317325,0.09283192639055067,,
12,20560836,0.03,hcrd_centered,none,7.1689504223851435,0.9757824635407664,0.1206896551724138,111
12,20560836,0.03,hcrd_legacy,none,7.1689504223851435,0.9757824635407664,0.1206896551724138,111
12,20560836,0.03,hcrd_robust,z=3.5,1.7613981951192614,0.24053113394250547,0.0,2
12,20560836,0.03,affine_ls,degree=1,1.2000427689378412,0.16399946484813882,,
12,20560836,0.03,moving_average_oracle,window=129,0.7864296034074306,0.10755517528784567,,
12,20560836,0.03,gaussian_oracle,sigma=32,0.6951653968678696,0.09555904256303621,,
12,20560836,0.03,fourier_oracle,bins=3,0.1622420077450533,0.022967479382532668,,
12,20560836,0.03,rdp_oracle_budget,epsilon=1.9249901;knots=2,1.7613981951192614,0.24053113394250547,,
13,20560837,0.03,hcrd_centered,none,38.02844534017926,0.9754873878521816,0.12612612612612611,106
13,20560837,0.03,hcrd_legacy,none,38.02844534017926,0.9754873878521816,0.12612612612612611,106
13,20560837,0.03,hcrd_robust,z=3.5,1.6099785232954718,0.0413979071226895,0.0,2
13,20560837,0.03,affine_ls,degree=1,1.408581511510803,0.03720157677193436,,
13,20560837,0.03,moving_average_oracle,window=129,2.2495994016305843,0.05886369611589927,,
13,20560837,0.03,gaussian_oracle,sigma=64,0.7754866184179194,0.020806327717240922,,
13,20560837,0.03,fourier_oracle,bins=2,0.9554633420083595,0.025331975480007842,,
13,20560837,0.03,rdp_oracle_budget,epsilon=2.0899142;knots=2,1.6099785232954718,0.0413979071226895,,
14,20560838,0.03,hcrd_centered,none,6.1643398480942295,1.0084767895959663,0.10434782608695652,110
14,20560838,0.03,hcrd_legacy,none,6.1643398480942295,1.0084767895959663,0.10434782608695652,110
14,20560838,0.03,hcrd_robust,z=3.5,0.3525026825583196,0.058142256678622654,0.0,2
14,20560838,0.03,affine_ls,degree=1,1.0578580003131701,0.17247438126593018,,
14,20560838,0.03,moving_average_oracle,window=129,0.6285808998298528,0.10169355771455087,,
14,20560838,0.03,gaussian_oracle,sigma=32,0.5815507171749709,0.09535320870318939,,
14,20560838,0.03,fourier_oracle,bins=3,0.7004938008774275,0.1129209527054705,,
14,20560838,0.03,rdp_oracle_budget,epsilon=1.892622;knots=2,0.3525026825583196,0.058142256678622654,,
15,20560839,0.03,hcrd_centered,none,4.722791686953714,0.9758322526007037,0.12962962962962962,103
15,20560839,0.03,hcrd_legacy,none,4.722791686953714,0.9758322526007037,0.12962962962962962,103
15,20560839,0.03,hcrd_robust,z=3.5,0.6715821044952973,0.14014022737458473,0.0,2
15,20560839,0.03,affine_ls,degree=1,0.6015535911303375,0.12412348755817437,,
15,20560839,0.03,moving_average_oracle,window=129,0.4859522487191926,0.10161089777797952,,
15,20560839,0.03,gaussian_oracle,sigma=32,0.3621816034664803,0.07486923600842726,,
15,20560839,0.03,fourier_oracle,bins=3,0.1528382534567404,0.03238827905492524,,
15,20560839,0.03,rdp_oracle_budget,epsilon=2.7024717;knots=2,0.6715821044952973,0.14014022737458473,,
16,20560840,0.03,hcrd_centered,none,1.9859891512071386,0.9861329182958455,0.11111111111111112,103
16,20560840,0.03,hcrd_legacy,none,1.9859891512071386,0.9861329182958455,0.11111111111111112,103
16,20560840,0.03,hcrd_robust,z=3.5,0.5920908106408643,0.2978069290129933,0.0,2
16,20560840,0.03,affine_ls,degree=1,0.23251408791943792,0.117549485535403,,
16,20560840,0.03,moving_average_oracle,window=129,0.1860299776377386,0.0925460270225949,,
16,20560840,0.03,gaussian_oracle,sigma=32,0.14017786151609193,0.07059787531279091,,
16,20560840,0.03,fourier_oracle,bins=3,0.18609662365089213,0.09345146615868764,,
16,20560840,0.03,rdp_oracle_budget,epsilon=2.4965958;knots=2,0.5920908106408643,0.2978069290129933,,
17,20560841,0.03,hcrd_centered,none,2.5645823976552165,0.9913011483159482,0.11965811965811964,112
17,20560841,0.03,hcrd_legacy,none,2.5645823976552165,0.9913011483159482,0.11965811965811964,112
17,20560841,0.03,hcrd_robust,z=3.5,1.259208256563748,0.48639510663279056,0.0,2
17,20560841,0.03,affine_ls,degree=1,0.4112714943867927,0.15675204683923372,,
17,20560841,0.03,moving_average_oracle,window=129,0.2508130734644798,0.0964111331604885,,
