"range","x_normalized","minus_logratio","sshaped_fitted"
535,0.439393939393939,0.06290332,0.0600438590332893
537,0.445454545454545,0.06018018,0.06323547879882
538,0.448484848484848,0.1035686,0.0648312886815854
540,0.454545454545455,0.1261166,0.0680229084471161
541,0.457575757575758,0.03887012,0.0696187183298815
543,0.463636363636364,0.05654984,0.0728103380954122
544,0.466666666666667,0.07444842,0.0744061479781776
546,0.472727272727273,0.003788664,0.0775977677437083
547,0.475757575757576,0.09203971,0.0793948553098675
549,0.481818181818182,0.05517356,0.0829890304421858
550,0.484848484848485,0.1004337,0.084786118008345
552,0.490909090909091,0.169438,0.0883802931406634
553,0.493939393939394,0.06414184,0.0901773807068226
555,0.5,0.1867348,0.093771555839141
556,0.503030303030303,0.09086006,0.0955686434053001
558,0.509090909090909,0.05918714,0.0991628185376185
559,0.512121212121212,0.0810351,0.100959906103778
561,0.518181818181818,0.1034776,0.104554081236096
562,0.521212121212121,0.06567394,0.106351168802255
564,0.527272727272727,0.1821245,0.122078766829088
565,0.53030303030303,0.0857127,0.129942565842504
567,0.536363636363636,0.1216041,0.147792980763535
568,0.539393939393939,0.1342692,0.156718188224051
570,0.545454545454545,0.1933908,0.174568603145083
571,0.548484848484848,0.1178639,0.183493810605599
573,0.554545454545455,0.287109,0.201344225526631
574,0.557575757575758,0.2739447,0.210269432987146
576,0.563636363636364,0.1867194,0.228119847908178
577,0.566666666666667,0.1891953,0.237045055368694
579,0.572727272727273,0.2948625,0.254895470289726
580,0.575757575757576,0.3711984,0.263820677750242
582,0.581818181818182,0.2326753,0.281671092671273
583,0.584848484848485,0.2719736,0.290596300131789
585,0.590909090909091,0.2750204,0.308446715052821
586,0.593939393939394,0.3105271,0.317371922513337
588,0.6,0.3991572,0.384453818268043
589,0.603030303030303,0.4256722,0.390946224887792
591,0.609090909090909,0.5190272,0.403931038127289
592,0.612121212121212,0.4245844,0.410423444747038
594,0.618181818181818,0.3982711,0.423408257986535
595,0.621212121212121,0.3463767,0.429900664606284
597,0.627272727272727,0.4404651,0.442885477845781
598,0.63030303030303,0.4169474,0.449377884465529
600,0.636363636363636,0.3663678,0.462362697705027
601,0.639393939393939,0.4121902,0.468855104324775
603,0.645454545454546,0.5258849,0.481839917564273
604,0.648484848484848,0.4581079,0.488332324184021
606,0.654545454545455,0.4604081,0.501317137423519
607,0.657575757575758,0.5218792,0.507809544043267
609,0.663636363636364,0.5664269,0.520794357282765
610,0.666666666666667,0.7089956,0.527286763902513
612,0.672727272727273,0.6505402,0.531760122394534
613,0.675757575757576,0.5719829,0.533996801640544
615,0.681818181818182,0.4014736,0.538470160132564
616,0.684848484848485,0.5251362,0.540706839378575
618,0.690909090909091,0.5635558,0.545180197870595
619,0.693939393939394,0.5900392,0.547416877116605
621,0.7,0.4241413,0.551890235608626
622,0.703030303030303,0.4893619,0.554126914854636
624,0.709090909090909,0.5423047,0.558600273346656
625,0.712121212121212,0.6555049,0.560836952592667
627,0.718181818181818,0.509341,0.565310311084687
628,0.721212121212121,0.4830832,0.567546990330697
630,0.727272727272727,0.6007552,0.572020348822718
631,0.73030303030303,0.6836965,0.574257028068728
633,0.736363636363636,0.5153322,0.578730386560748
634,0.739393939393939,0.4857863,0.580967065806759
636,0.745454545454545,0.6638135,0.585440424298779
637,0.748484848484849,0.7692632,0.587677103544789
639,0.754545454545455,0.4796891,0.59215046203681
640,0.757575757575758,0.7720272,0.59438714128282
642,0.763636363636364,0.5406614,0.59886049977484
643,0.766666666666667,0.5651009,0.601097179020851
645,0.772727272727273,0.4565217,0.605570537512871
646,0.775757575757576,0.4199023,0.607807216758881
648,0.781818181818182,0.5397169,0.612280575250902
649,0.784848484848485,0.9238232,0.614517254496912
651,0.790909090909091,0.640224,0.618990612988933
652,0.793939393939394,0.8252677,0.621227292234943
654,0.8,0.5966183,0.625700650726963
655,0.803030303030303,0.5465871,0.627937329972973
657,0.809090909090909,0.4236746,0.632410688464994
658,0.812121212121212,0.7076495,0.634647367711004
660,0.818181818181818,0.4554013,0.639120726203025
661,0.821212121212121,0.6759382,0.641357405449035
663,0.827272727272727,0.6588688,0.645830763941055
664,0.83030303030303,0.7198635,0.648067443187065
666,0.836363636363636,0.5682055,0.652540801679086
667,0.839393939393939,0.6394204,0.654777480925096
669,0.845454545454545,0.7310237,0.659250839417117
670,0.848484848484849,0.6116481,0.661487518663127
672,0.854545454545454,0.6172596,0.665960877155147
673,0.857575757575758,0.7559637,0.668197556401158
675,0.863636363636364,0.7663848,0.672670914893178
676,0.866666666666667,0.7123093,0.674907594139188
678,0.872727272727273,0.7086443,0.679380952631209
679,0.875757575757576,0.5377112,0.681617631877219
681,0.881818181818182,0.72429,0.686090990369239
682,0.884848484848485,0.6214564,0.68832766961525
684,0.890909090909091,0.6324121,0.69280102810727
685,0.893939393939394,0.9495535,0.69503770735328
687,0.9,0.6757631,0.698139976755837
688,0.903030303030303,0.5887097,0.699691111457115
690,0.909090909090909,0.9114353,0.702793380859671
691,0.912121212121212,0.4326794,0.704344515560949
693,0.918181818181818,0.8590017,0.707446784963506
694,0.921212121212121,0.7987653,0.707446784963506
696,0.927272727272727,0.6931472,0.707446784963506
697,0.93030303030303,0.886574,0.707446784963506
699,0.936363636363636,0.7968261,0.707446784963506
700,0.939393939393939,0.5025268,0.707446784963506
702,0.945454545454545,0.4716702,0.707446784963506
703,0.948484848484848,0.7801088,0.707446784963506
705,0.954545454545455,0.6668431,0.707446784963506
706,0.957575757575758,0.5783479,0.707446784963506
708,0.963636363636364,0.7874522,0.707446784963506
709,0.966666666666667,0.6156956,0.707446784963506
711,0.972727272727273,0.8967602,0.707446784963506
712,0.975757575757576,0.7077379,0.707446784963506
714,0.981818181818182,0.672567,0.707446784963506
715,0.984848484848485,0.6218413,0.707446784963506
717,0.990909090909091,0.8657611,0.707446784963506
718,0.993939393939394,0.557754,0.707446784963506
720,1,0.8026684,0.707446784963506
